Windgeschwindigkeit Strom
11.187073  1.582000
13.424487  1.822000
 7.607209  1.057000
 6.041019  0.500000
22.374145  2.236000
21.702921  2.386000
21.367309  2.294000
 6.824114  0.558000
18.234929  2.166000
13.871970  1.866000
 6.488502  0.653000
14.207582  1.930000
10.292107  1.562000
12.977004  1.737000
16.556868  2.088000
 8.054692  1.137000
17.563704  2.179000
19.689248  2.112000
15.661902  1.800000
12.193909  1.501000
20.360472  2.303000
22.821628  2.310000
 9.173400  1.194000
 8.837787  1.144000
 5.481666  0.123000
